worker19,worker1,6.764007468
worker19,worker1,6.062559012
worker9,worker19,11.852189558
worker19,worker1,7.580741046
worker8,worker9,12.317648267
worker2,worker10,10.968070434
worker2,worker10,8.249744344
worker2,worker10,8.211429956
worker10,worker7,48.004463814
worker11,worker7,11.343248183
worker10,worker15,15.476542564
worker18,worker10,15.084689044
worker11,worker15,10.448775342
worker11,worker4,8.005269584
worker11,worker4,4.180869323
worker10,worker11,40.882010471
worker16,worker8,80.879741656
worker1,worker8,376.422433025
worker1,worker9,4.409477115
worker9,worker19,5.185994925
worker18,worker8,55.554451226
worker14,worker18,20.959092159
worker14,worker18,24.072543536
