worker9,0,worker9,3
worker1,0
worker9,5,worker9,3
worker10,4,worker10,3
worker8,11,worker8,3
worker10,15,worker10,3
worker8,13,worker8,2
worker15,16,worker15,3
worker9,0,worker9,7
worker1,0,worker1,3
worker9,0,worker9,6
worker1,0,worker1,4
worker9,8,worker9,3
worker1,8,worker1,4
worker9,8,worker9,5
worker10,8,worker10,3
worker9,8,worker9,5
worker11,8,worker11,3
worker7,8,worker7,62
worker10,0,worker10,3
worker9,0,worker9,3
worker10,0,worker10,4
worker7,8,worker7,63
worker10,0,worker10,2
worker7,8,worker7,62
worker10,0,worker10,3
worker7,8,worker7,62
worker10,0,worker10,4
worker9,0,worker9,1
worker13,8,worker13,3
worker9,0,worker9,1
worker1,0,worker1,3
worker9,0,worker9,3
worker10,0,worker10,4
worker9,0,worker9,2
worker10,0
worker9,0,worker9,1
worker10,0,worker10,2
worker9,0,worker9,2
worker1,0
worker9,0,worker9,2
worker1,0,worker1,1
